data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
7002829,682,SAU22794,22794,"28 March 2020",2020,1,"Strategic developments","Disrupted weapons use","Military Forces of Saudi Arabia (2015-)",,1,"Military Forces of Yemen (2016-) Supreme Political Council",,8,18,"Middle East","Saudi Arabia","Ar Riyad","Ar Riyad",,Riyadh,24.6877,46.7219,2,"26 September News Pro-Hadi",Regional,"On 28 March 2020, two pro-Houthi ballistic missiles were reportedly launched at Jizan (Jazan, Jizan) and Riyadh (Ar Riyad, Ar Riyad) cities in Saudi Arabia. The missiles were intercepted by the Saudi Air Defense forces and debris reportedly fell over neighbourhoods in Riyadh and Jizan, injuring two civilians slightly.",0,1585593786,SAU
7002830,682,SAU22796,22796,"28 March 2020",2020,1,"Strategic developments","Disrupted weapons use","Military Forces of Saudi Arabia (2015-)",,1,"Military Forces of Yemen (2016-) Supreme Political Council",,8,18,"Middle East","Saudi Arabia",Jizan,Jazan,,Jizan,16.8892,42.5511,2,"26 September News Pro-Hadi",Regional,"On 28 March 2020, two pro-Houthi ballistic missiles were reportedly launched at Jizan (Jazan, Jizan) and Riyadh (Ar Riyad, Ar Riyad) cities in Saudi Arabia. The missiles were intercepted by the Saudi Air Defense forces and debris reportedly fell over neighbourhoods in Riyadh and Jizan, causing no injuries or fatalities.",0,1585593786,SAU
7002584,682,SAU22795,22795,"28 March 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Saudi Arabia (2015-)",,1,,,0,10,"Middle East","Saudi Arabia",Jizan,"Al Harth",,"Wadi al Jarah",16.8165,43.2147,1,"Al Motamar; Yemen Data Project","Local partner-Regional","On 28 March 2020, 1 Saudi-led coalition airstrike reportedly targeted Wadi al Jarah area (Al Harth, Jizan). No fatalities nor injuries reported.",0,1585593785,SAU
7002582,682,SAU22792,22792,"27 March 2020",2020,1,"Strategic developments","Disrupted weapons use","Military Forces of Saudi Arabia (2015-)",,1,"Military Forces of Yemen (2016-) Supreme Political Council",,8,18,"Middle East","Saudi Arabia",Asir,Abha,,Abha,18.2164,42.5053,1,"Al Arabiya; Yemen Data Project","Local partner-Regional","On 27 March 2020, Saudi-led coalition forces reportedly intercepted and destroyed pro-Houthi unmanned drones directed against civilian targets in Abha and Khamis Mushait cities (Asir).",0,1585593785,SAU
7002583,682,SAU22793,22793,"27 March 2020",2020,1,"Strategic developments","Disrupted weapons use","Military Forces of Saudi Arabia (2015-)",,1,"Military Forces of Yemen (2016-) Supreme Political Council",,8,18,"Middle East","Saudi Arabia",Asir,"Khamis Mushait",,"Khamis Mushait",18.3,42.7333,1,"Yemen Data Project; Al Arabiya","Local partner-Regional","On 27 March 2020, Saudi-led coalition forces reportedly intercepted and destroyed pro-Houthi unmanned drones directed against civilian targets in Abha and Khamis Mushait cities (Asir).",0,1585593785,SAU
7002580,682,SAU22790,22790,"26 March 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Saudi Arabia (2015-)",,1,,,0,10,"Middle East","Saudi Arabia",Jizan,"Al Harth",,"Wadi al Jarah",16.8165,43.2147,1,"Al Masirah; Yemen Data Project","Local partner-Regional","On 26 March 2020, 5 Saudi-led coalition airstrikes reportedly targeted Wadi al Jarah area (Al Harth, Jizan). No fatalities nor injuries reported.",0,1585593785,SAU
7002581,682,SAU22791,22791,"26 March 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Saudi Arabia (2015-)",,1,,,0,10,"Middle East","Saudi Arabia",Najran,Najran,,"Ash Shurfah",17.5235,44.3095,1,"Yemen Data Project; Al Masirah","Local partner-Regional","On 26 March 2020, 2 Saudi-led coalition airstrikes reportedly targeted Ash Shurfah area (Najran). No fatalities nor injuries reported.",0,1585593785,SAU
7002876,682,SAU22789,22789,"24 March 2020",2020,1,"Strategic developments",Other,"Government of Saudi Arabia (2015-)",,1,"Civilians (Saudi Arabia)","Prisoners (Saudi Arabia)",7,17,"Middle East","Saudi Arabia",Makkah,Makkah,,"Al Shumaisi Prison",21.45,39.6167,1,"Middle East Monitor",Regional,"On 24 March 2020, the government of Saudi Arabia released hundreds of prisoners from the Al Shumaisi prison (Makkah, Makkah) to combat the spread of coronavirus.",0,1585593786,SAU
6992251,682,SAU22788,22788,"14 March 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Saudi Arabia (2015-)",,1,,,0,10,"Middle East","Saudi Arabia",Jizan,"Al Harth",,"Wadi al Jarah",16.8165,43.2147,1,"Ansar Allah; Yemen Data Project","Local partner-Regional","On 14 March 2020, 2 Saudi-led coalition airstrikes reportedly targeted Wadi al Jarah area (Al Harth, Jizan). No fatalities no injuries reported.",0,1584367890,SAU
6980994,682,SAU22784,22784,"07 March 2020",2020,1,"Strategic developments",Arrests,"Police Forces of Saudi Arabia (2015-)",,1,"Civilians (Yemen)","Government of Saudi Arabia (2015-); Police Forces of Saudi Arabia (2015-); Military Forces of Saudi Arabia (2015-) National Guard",7,17,"Middle East","Saudi Arabia","Ar Riyad","Ar Riyad",,Riyadh,24.6877,46.7219,3,"Twitter; Wall Street Journal","New media-International","On 7 March 2020, Saudi police forces on the command of Muhammad bin Salman reportedly arrested former crown prince Muhammad bin Nayef, Ahmad bin Abdel Aziz, Nawad bin Nayef and several police, national guard and royal guard officers who considered themselves to be loyal to the arrested.",0,1583777321,SAU
6980995,682,SAU22785,22785,"07 March 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Saudi Arabia (2015-)",,1,,,0,10,"Middle East","Saudi Arabia",Jizan,"Al Harth",,"Wadi al Jarah",16.8165,43.2147,1,"Al Masirah; Yemen Data Project","Local partner-Regional","On 7 March 2020, 1 Saudi-led coalition airstrike reportedly targeted Wadi al Jarh area (Al Harth, Jizan). No fatalities nor injuries reported.",0,1583777321,SAU
6874682,682,SAU22782,22782,"21 February 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2016-) Supreme Political Council",,8,"Military Forces of Saudi Arabia (2015-)",,1,18,"Middle East","Saudi Arabia","Al Madinah","Yanbu al Bahr",,Yanbu,24.0891,38.0637,1,"Al Wahdah; Yemen Data Project; Al Khabar al Yemeni","Local partner-Regional","On 21 February 2020, pro-Houthi forces reportedly attacked the Aramco site in Yanbu [Yanbu Refinery] and other strategic objectives in Yanbu area (Yanbu al Bahr, Al Madinah) deploying 12 unmanned drones Samad 3, 2 Quds missiles, and 1 Zulfiqar long-range ballistic missile. The pro-Houthi spokesperson claimed that the operation, named a€˜Muwazanat Al-Rada' Al-Thalitha (Balance of Deterrence Third), hit its objectives. On the other hand, the Saudi-led coalition spokesperson affirmed that pro-Houthi missiles directed towards Saudi cities were intercepted. Saudi activists reported alleged explosions in Yanbu city. No fatalities nor injuries reported.",0,1582568820,SAU
6874683,682,SAU22783,22783,"21 February 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2016-) Supreme Political Council",,8,"Military Forces of Saudi Arabia (2015-)",,1,18,"Middle East","Saudi Arabia","Al Madinah","Yanbu al Bahr",,"Yanbu Refinery",23.9533,38.2922,1,"Al Wahdah; Al Khabar al Yemeni; Yemen Data Project","Local partner-Regional","On 21 February 2020, pro-Houthi forces reportedly attacked the Aramco site in Yanbu [Yanbu Refinery] and other strategic objectives in Yanbu (Yanbu al Bahr, Al Madinah) deploying 12 unmanned drones Samad 3, 2 Quds missiles, and 1 Zulfiqar long-range ballistic missile. The pro-Houthi spokesperson claimed that the operation, named a€˜Muwazanat Al-Rada' Al-Thalitha (Balance of Deterrence Third), hit its objectives. On the other hand, the Saudi-led coalition spokesperson affirmed that pro-Houthi missiles directed towards Saudi cities were intercepted. Saudi activists reported alleged explosions in Yanbu city. No fatalities nor injuries reported.",0,1582568820,SAU
6873499,682,SAU22781,22781,"13 February 2020",2020,1,"Explosions/Remote violence","Remote explosive/landmine/IED","Military Forces of Yemen (2016-) Supreme Political Council",,8,"Militia (Pro-Government)","Military Forces of Saudi Arabia (2015-)",3,38,"Middle East","Saudi Arabia",Jizan,Jazan,,Jizan,16.8892,42.5511,3,"Ansar Allah; Yemen Data Project","Local partner-Regional","On 13 February 2020, a pro-Houthi engineering team reportedly ambushed Saudi-affiliated forces off MBC mountain in Jizan province, killing and injuring several of them. Unknown number of fatalities and injuries coded as 10.",10,1582226977,SAU
6864904,682,SAU22778,22778,"11 February 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2016-) Supreme Political Council",,8,"Militia (Pro-Government)","Military Forces of Saudi Arabia (2015-)",3,38,"Middle East","Saudi Arabia",Najran,Najran,,Najran,17.4933,44.1277,2,"Yemen Data Project; Ansar Allah","Local partner-Regional","On 11 February 2020, pro-Houthi forces claimed to have fired a missile at Saudi-affiliated forces in Shaja' area of Najran governorate, destroying an armoured vehicle and killing and injuring those on board. Unknown reported fatalities coded as 10.",10,1581967331,SAU
6860145,682,SAU6151,6151,"06 February 2020",2020,1,Battles,"Armed clash","Military Forces of Yemen (2016-) Supreme Political Council",,8,"Militia (Pro-Government)","Military Forces of Saudi Arabia (2015-)",3,38,"Middle East","Saudi Arabia",Asir,"Zahran al Janub",,"Al Raboah",17.576,43.3246,1,"Yemen Data Project; Al Masirah","Local partner-Regional","On 6 February 2020, pro-Houthi forces reportedly thwarted an anti-Houthi and affiliated forces incursion in Al Raboah (Zahran al Janub, Asir), killing and injuring several anti-Houthi elements. Unknown number of fatalities and injuries coded as 10.",10,1581354349,SAU
6860143,682,SAU6149,6149,"02 February 2020",2020,2,"Strategic developments","Disrupted weapons use","Military Forces of Saudi Arabia (2015-)",,1,"Military Forces of Yemen (2012-)",,8,18,"Middle East","Saudi Arabia",Jizan,Jazan,,Jizan,16.8892,42.5511,3,"Yemen Data Project; Al Montasaf","Local partner-Regional","On 2 February 2020, Saudi forces claimed to have thwarted a Houthi drone attack in Jizan governorate, shooting down several devices. No fatalities nor injuries were reported.",0,1581354348,SAU
6767850,682,SAU6146,6146,"01 February 2020",2020,1,Battles,"Armed clash","Military Forces of Yemen (2016-) Supreme Political Council",,8,"Militia (Pro-Government)","Military Forces of Saudi Arabia (2015-)",3,38,"Middle East","Saudi Arabia",Jizan,Jazan,,Jizan,16.8892,42.5511,3,"Yemen Press Agency; Yemen Data Project","Local partner-Regional","On 1 February 2020, pro-Houthi forces reportedly thwarted an anti-Houthi forces incursion off MBC mountain in Jizan province of Saudi Arabia, killing several anti-Houthi elements and causing them losses in equipment. Unknown number of fatalities coded as 10.",10,1580761019,SAU
6971757,682,SAU6144,6144,"31 January 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Saudi Arabia (2015-)",,1,,,0,10,"Middle East","Saudi Arabia",Asir,"Zahran al Janub",,"Al Mijazah",17.5204,43.5667,1,"Ansar Allah; Yemen Data Project","Local partner-Regional","On 31 January 2020, 2 Saudi-led coalition airstrikes reportedly targeted Al Raboah and Al Mijazah areas (Zahran al Janub, Asir). No fatalities nor injuries reported.",0,1583174049,SAU
6971758,682,SAU6145,6145,"31 January 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Saudi Arabia (2015-)",,1,,,0,10,"Middle East","Saudi Arabia",Asir,"Zahran al Janub",,"Al Raboah",17.576,43.3246,1,"Ansar Allah; Yemen Data Project","Local partner-Regional","On 31 January 2020, 2 Saudi-led coalition airstrikes reportedly targeted Al Raboah and Al Mijazah areas (Zahran al Janub, Asir). No fatalities nor injuries reported.",0,1583174049,SAU
6860034,682,SAU6139,6139,"27 January 2020",2020,2,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2016-) Supreme Political Council",,8,,,0,80,"Middle East","Saudi Arabia",Asir,Abha,,"Abha Regional Airport",18.2404,42.6566,1,"Ansar Allah; Twitter; Yemen Data Project; Wall Street Journal","Local partner-Regional","Between 25 and 30 January 2020, pro-Houthi forces claimed to have carried out 62 operations on strategic targets within Saudi territory (41 using drones and 21 using missiles), including 26 on Abha airport (Abha, Asir), Jizan airport (Jizan, Jazan), Najran airport (Najran, Najran), King Khalid air base (Khamis Mushayt, Asir), and ARAMCO facilities in both the city of Jizan (Jazan, Jizan) and Jizan Economic City (Baysh, Jizan). Saudi officials claimed to have shot down missiles aimed at ARAMCO facilities.",0,1581354339,SAU
6860035,682,SAU6140,6140,"27 January 2020",2020,2,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2016-) Supreme Political Council",,8,"Military Forces of Saudi Arabia (2015-)",,1,18,"Middle East","Saudi Arabia",Asir,"Khamis Mushait",,"King Khalid Air Base",18.3046,42.806,1,"Ansar Allah; Twitter; Wall Street Journal; Yemen Data Project","Local partner-Regional","Between 25 and 30 January 2020, pro-Houthi forces claimed to have carried out 62 operations on strategic targets within Saudi territory (41 using drones and 21 using missiles), including 26 on Abha airport (Abha, Asir), Jizan airport (Jizan, Jazan), Najran airport (Najran, Najran), King Khalid air base (Khamis Mushayt, Asir), and ARAMCO facilities in both the city of Jizan (Jazan, Jizan) and Jizan Economic City (Baysh, Jizan). Saudi officials claimed to have shot down missiles aimed at ARAMCO facilities.",0,1581354339,SAU
6860036,682,SAU6141,6141,"27 January 2020",2020,2,"Strategic developments","Disrupted weapons use","Military Forces of Saudi Arabia (2015-)",,1,"Military Forces of Yemen (2016-) Supreme Political Council",,8,18,"Middle East","Saudi Arabia",Jizan,Baysh,,"Jizan-Jizan Economic City",17.3159,42.3732,1,"Ansar Allah; Twitter; Wall Street Journal; Yemen Data Project","Local partner-Regional","Between 25 and 30 January 2020, pro-Houthi forces claimed to have carried out 62 operations on strategic targets within Saudi territory (41 using drones and 21 using missiles), including 26 on Abha airport (Abha, Asir), Jizan airport (Jizan, Jazan), Najran airport (Najran, Najran), King Khalid air base (Khamis Mushayt, Asir), and ARAMCO facilities in both the city of Jizan (Jazan, Jizan) and Jizan Economic City (Baysh, Jizan). Saudi officials claimed to have shot down missiles aimed at ARAMCO facilities.",0,1581354339,SAU
6860037,682,SAU6142,6142,"27 January 2020",2020,2,"Strategic developments","Disrupted weapons use","Military Forces of Saudi Arabia (2015-)",,1,"Military Forces of Yemen (2016-) Supreme Political Council",,8,18,"Middle East","Saudi Arabia",Jizan,Jazan,,"Jizan-Saudi ARAMCO",16.874,42.5604,1,"Twitter; Ansar Allah; Wall Street Journal; Yemen Data Project","Local partner-Regional","Between 25 and 30 January 2020, pro-Houthi forces claimed to have carried out 62 operations on strategic targets within Saudi territory (41 using drones and 21 using missiles), including 26 on Abha airport (Abha, Asir), Jizan airport (Jizan, Jazan), Najran airport (Najran, Najran), King Khalid air base (Khamis Mushayt, Asir), and ARAMCO facilities in both the city of Jizan (Jazan, Jizan) and Jizan Economic City (Baysh, Jizan). Saudi officials claimed to have shot down missiles aimed at ARAMCO facilities.",0,1581354339,SAU
6860141,682,SAU6147,6147,"27 January 2020",2020,2,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2016-) Supreme Political Council",,8,,,0,80,"Middle East","Saudi Arabia",Jizan,Jazan,,"Jizan Regional Airport",16.9029,42.5827,1,"Yemen Data Project; Twitter; Ansar Allah; Wall Street Journal","Local partner-Regional","Between 25 and 30 January 2020, pro-Houthi forces claimed to have carried out 62 operations on strategic targets within Saudi territory (41 using drones and 21 using missiles), including 26 on Abha airport (Abha, Asir), Jizan airport (Jizan, Jazan), Najran airport (Najran, Najran), King Khalid air base (Khamis Mushayt, Asir), and ARAMCO facilities in both the city of Jizan (Jazan, Jizan) and Jizan Economic City (Baysh, Jizan). Saudi officials claimed to have shot down missiles aimed at ARAMCO facilities.",0,1581354348,SAU
6860142,682,SAU6148,6148,"27 January 2020",2020,2,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2016-) Supreme Political Council",,8,,,0,80,"Middle East","Saudi Arabia",Najran,Najran,,Najran,17.4933,44.1277,1,"Twitter; Yemen Data Project; Ansar Allah; Wall Street Journal","Local partner-Regional","Between 25 and 30 January 2020, pro-Houthi forces claimed to have carried out 62 operations on strategic targets within Saudi territory (41 using drones and 21 using missiles), including 26 on Abha airport (Abha, Asir), Jizan airport (Jizan, Jazan), Najran airport (Najran, Najran), King Khalid air base (Khamis Mushayt, Asir), and ARAMCO facilities in both the city of Jizan (Jazan, Jizan) and Jizan Economic City (Baysh, Jizan). Saudi officials claimed to have shot down missiles aimed at ARAMCO facilities.",0,1581354348,SAU
6767574,682,SAU6138,6138,"23 January 2020",2020,1,"Strategic developments","Disrupted weapons use","Military Forces of Saudi Arabia (2015-)",,1,"Military Forces of Yemen (2016-) Supreme Political Council",,8,18,"Middle East","Saudi Arabia",Jizan,Jazan,,Jizan,16.8892,42.5511,1,"Yemen Data Project; Al Mashhad Al Yemeni","Local partner-Regional","On 23 January 2020, the Saudi air defence reportedly intercepted and destroyed a pro-Houthi ballistic missile over Jizan city.",0,1580760999,SAU
6767573,682,SAU6137,6137,"19 January 2020",2020,1,"Strategic developments","Disrupted weapons use","Military Forces of Saudi Arabia (2015-)",,1,"Military Forces of Yemen (2016-) Supreme Political Council",,8,18,"Middle East","Saudi Arabia",Najran,Najran,,Najran,17.4933,44.1277,2,"Yemen Media Center; Yemen Data Project","Local partner-Regional","On 19 January 2020, Saudi air defence systems reportedly intercepted and destroyed a ballistic missile launched by pro-Houthi forces towards Najran in southern Saudi Arabia with no report of fatalities nor injuries.",0,1580760999,SAU
6721108,682,SAU6135,6135,"15 January 2020",2020,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2016-) Supreme Political Council",,8,"Militia (Pro-Government)","Military Forces of Saudi Arabia (2015-)",3,38,"Middle East","Saudi Arabia",Jizan,Jazan,,Jizan,16.8892,42.5511,3,"Yemen Data Project; Yemen Press Agency","Local partner-Regional","On 15 January 2020, pro-Houthi forces claimed to have fired artillery shells at Saudi-affiliated forces near Jabal Al-Mab'uthah in Jizan governorate, killing and injuring a number of fighters. Unknown reported fatalities coded as 10.",10,1579539786,SAU
6721107,682,SAU6134,6134,"14 January 2020",2020,1,"Strategic developments","Looting/property destruction","Military Forces of Yemen (2016-) Supreme Political Council",,8,"Military Forces of Saudi Arabia (2015-)",,1,18,"Middle East","Saudi Arabia",Jizan,Jazan,,Jizan,16.8892,42.5511,3,"Yemen Press Agency; Yemen Data Project","Local partner-Regional","On 14 January 2020, pro-Houthi forces claimed to have shot down a Saudi reconnaissance drone over Jabal Al-'Amud in Saudi Jizan governorate with no report of fatalities nor injuries.",0,1579539786,SAU
6718456,682,SAU6132,6132,"09 January 2020",2020,1,Battles,"Armed clash","Military Forces of Yemen (2016-) Supreme Political Council",,8,"Militia (Pro-Government)","Military Forces of Saudi Arabia (2015-)",3,38,"Middle East","Saudi Arabia",Jizan,Jazan,,Jizan,16.8892,42.5511,3,"Ansar Allah",Regional,"On 9 January, pro-Houthi forces reportedly fired upon Saudi-affiliated forces in the area of Jabal al-Umud in Jizan governorate while the Saudi forces were attempting to flank pro-Houthi forces. A large number of Saudi fighters were reported killed and injured. Unknown fatalities coded as 10.",10,1578937039,SAU
6711248,682,SAU6128,6128,"04 January 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Saudi Arabia (2015-)",,1,,,0,10,"Middle East","Saudi Arabia",Jizan,Jazan,,Jizan,16.8892,42.5511,2,"Yemen Data Project; Ansar Allah","Local partner-Regional","On 4 January 2020, 8 Saudi airstrikes reportedly targeted MBC mountain and Al Qambur area (Jizan). No fatalities nor injuries reported.",0,1578511257,SAU
6711247,682,SAU6127,6127,"03 January 2020",2020,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Saudi Arabia (2015-)",,1,,,0,10,"Middle East","Saudi Arabia",Jizan,Jazan,,Jizan,16.8892,42.5511,3,"Yemen Data Project; Ansar Allah","Local partner-Regional","On 3 January 2020, 3 Saudi airstrikes reportedly targeted MBC mountain area (Jazan). No fatalities nor injuries reported.",0,1578511257,SAU
6711245,682,SAU6125,6125,"31 December 2019",2019,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Saudi Arabia (2015-)",,1,,,0,10,"Middle East","Saudi Arabia",Asir,"Zahran al Janub",,"Al Mijazah",17.5204,43.5667,1,"Yemen Press Agency; Yemen Data Project; Ansar Allah","Local partner-Regional","On 31 December 2019, a Saudi air raid was reported west of Al-Mijazah border area in Asir governorate, southern Saudi Arabia, and two others east of the area, with no report of fatalities nor injuries.",0,1578511257,SAU
6711244,682,SAU6124,6124,"27 December 2019",2019,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2016-) Supreme Political Council",,8,"Military Forces of Saudi Arabia (2015-)",,1,18,"Middle East","Saudi Arabia",Najran,Najran,,"Bir Askar",17.6062,44.0352,1,"Yemen Data Project; Mareb Press","Local partner-Regional","On 27 December 2019, pro-Houthi forces reportedly fired a Badr-P1 artillery rocket at the military camp of the 19th Brigade of the Saudi Border Guard in Bir Askar area (Najran). Dozens of Saudi elements, including officers, were killed and injured. Dozens of fatalities and injuries coded as 6.",6,1578511257,SAU
6711242,682,SAU6122,6122,"25 December 2019",2019,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Saudi Arabia (2015-)",,1,,,0,10,"Middle East","Saudi Arabia",Jizan,"Al Harth",,Rahwan,16.8333,43.2167,1,"Yemen Data Project; Al Masirah","Local partner-Regional","On 25 December 2019, a Saudi air raid was reported on the Saudi side of Tuwayliq mount area at the Saudi-Yemeni border between Jizan and Sadah governorates (coded at Rahwan area of Jizan), with no report of fatalities nor injuries.",0,1578511257,SAU
6711240,682,SAU6120,6120,"24 December 2019",2019,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Saudi Arabia (2015-)",,1,,,0,10,"Middle East","Saudi Arabia",Asir,"Zahran al Janub",,"Al Mijazah",17.5204,43.5667,1,"Al Masirah; Yemen Data Project","Local partner-Regional","On 24 December 2019, a Saudi air raid was reported on Al-Mijazah border area of Asir governorate, southern Saudi Arabia, with no report of fatalities nor injuries.",0,1578511257,SAU
6711239,682,SAU6119,6119,"23 December 2019",2019,1,Battles,"Armed clash","Military Forces of Yemen (2016-) Supreme Political Council",,8,"Militia (Pro-Government)","Military Forces of Saudi Arabia (2015-)",3,38,"Middle East","Saudi Arabia",Asir,"Zahran al Janub",,"Al Raboah",17.576,43.3246,1,"Yemen News Agency (SABA) - Pro-Houthi; Yemen Data Project","Local partner-Regional","On 23 December 2019, pro-Houthi forces claimed to have thwarted an attack of Saudi-affiliated forces in Al-Rabu'ah area of Asir governorate, killing and injuring a number of fighters. Unknown reported fatalities coded as 10.",10,1578511257,SAU
6711238,682,SAU6118,6118,"16 December 2019",2019,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Saudi Arabia (2015-)",,1,,,0,10,"Middle East","Saudi Arabia",Asir,"Zahran al Janub",,"Al Mijazah",17.5204,43.5667,1,"Yemen Data Project; Ansar Allah","Local partner-Regional","On 16 December 2019, two Saudi air raids were reported on Al-Mijazah border area of Asir governorate, southern Saudi Arabia, with no report of fatalities nor injuries.",0,1578511257,SAU
6687225,682,SAU6117,6117,"13 December 2019",2019,1,"Strategic developments","Looting/property destruction","Military Forces of Yemen (2016-) Supreme Political Council",,8,"Military Forces of Saudi Arabia (2015-)",,1,18,"Middle East","Saudi Arabia",Jizan,Jazan,,Jizan,16.8892,42.5511,3,"Yemen Data Project; Al Masirah; Yemen Data Project","Local partner-Regional","On December 13, the pro-Houthi air defence system reportedly shot down a reconnaissance drone east of MBC mountain in Jizan province, southern Saudi Arabia.",0,1576855194,SAU
6688133,682,SAU6116,6116,"11 December 2019",2019,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2016-) Supreme Political Council",,8,,,0,80,"Middle East","Saudi Arabia",Jizan,"Al Harth",,"Al Harth",16.8,43.15,1,"Saudi Civil Defense; Yemen Data Project","Local partner-Regional","On December 11, the Saudi Civil Defence reported that two pro-Houthi shells fell in Al-Harth area of Jizan governorate, with no report of fatalities nor injuries. One of them however allegedly damaged the local hospital.",0,1576855197,SAU
6992527,682,SAU22787,22787,"10 December 2019",2019,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2016-) Supreme Political Council",,8,,,0,80,"Middle East","Saudi Arabia",Jizan,Jazan,,Jizan,16.8892,42.5511,1,Xinhua,International,"On 10 December 2019, pro-Houthi forces reportedly shelled areas of Jizan (Jazan, Jizan) causing minor damage to the walls of a hospital but no reported fatalities or injuries.",0,1584367890,SAU
6691190,682,SAU6114,6114,"04 December 2019",2019,1,"Strategic developments",Other,"Military Forces of Saudi Arabia (2015-)",,1,,,0,10,"Middle East","Saudi Arabia",Jizan,Jazan,,"Jizan-Jizan Port",16.8919,42.5391,1,"Aden al Ghad",Regional,"On December 4, Houthi forces accused Saudi naval forces of withholding 13 ships with petrol and food from reaching the Yemeni coast despite having international permits to do so. The ships were reportedly held in Jizan port, in south Saudi Arabia.",0,1576855208,SAU
6691327,682,SAU6113,6113,"04 December 2019",2019,1,"Strategic developments","Looting/property destruction","Military Forces of Yemen (2016-) Supreme Political Council",,8,"Military Forces of Saudi Arabia (2015-)",,1,18,"Middle East","Saudi Arabia",Jizan,Jazan,,Jizan,16.8892,42.5511,3,"Shaharah Net; Yemen Data Project","Local partner-Regional","On December 4, pro-Houthi forces claimed to have shot down a Saudi-led coalition reconnaissance drone off Saudi Jizan governorate, and another one over Baqim border district in Sadah governorate of Yemen, with no report of fatalities nor injuries.",0,1576855208,SAU
6691829,682,SAU6112,6112,"03 December 2019",2019,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Saudi Arabia (2015-)",,1,,,0,10,"Middle East","Saudi Arabia",Asir,"Zahran al Janub",,"Al Mijazah",17.5204,43.5667,1,"Ansar Allah; Yemen Data Project","Local partner-Regional","On December 3, six Saudi air raids were reported on Al-Mijazah border area of Asir governorate, southern Saudi Arabia, with no report of fatalities nor injuries.",0,1576855210,SAU
6693154,682,SAU6111,6111,"29 November 2019",2019,1,Battles,"Armed clash","Military Forces of Yemen (2016-) Supreme Political Council",,8,"Military Forces of Saudi Arabia (2015-)",,1,18,"Middle East","Saudi Arabia",Asir,"Zahran al Janub",,"Al Mijazah",17.5204,43.5667,1,"Yemen News Agency (SABA) - Pro-Houthi; Yemen Data Project","Local partner-Regional","On November 29, pro-Houthi air defence units reportedly targeted a Saudi Apache helicopter by firing a SAM missile that shot down the helicopter in Al Mijazah area of Asir province, southern Saudi Arabia, killing its 2 pilots.",2,1576855215,SAU
6697284,682,SAU6110,6110,"20 November 2019",2019,1,"Explosions/Remote violence","Shelling/artillery/missile attack","Military Forces of Yemen (2016-) Supreme Political Council",,8,"Military Forces of Saudi Arabia (2015-)",,1,18,"Middle East","Saudi Arabia",Jizan,Jazan,,Jizan,16.8892,42.5511,3,"Ansar Allah; Yemen Data Project","Local partner-Regional","On November 20, pro-Houthi forces claimed to have intercepted a Saudi-led coalition F-15 jet with a surface-to-air missile over Jizan Saudi governorate, forcing it to turn around.",0,1576855229,SAU
6697774,682,SAU6109,6109,"19 November 2019",2019,1,"Explosions/Remote violence","Air/drone strike","Military Forces of Saudi Arabia (2015-)",,1,,,0,10,"Middle East","Saudi Arabia",Asir,"Zahran al Janub",,"Al Mijazah",17.5204,43.5667,1,"Ansar Allah; Yemen Data Project","Local partner-Regional","On November 19, three Saudi air raids were reported on Al-Mijazah border area of Asir governorate, southern Saudi Arabia, with no report of fatalities nor injuries.",0,1576855231,SAU
